Date,S&P 500 ,NASDAQ ,RUSSELL 2000,DOW JONES,FTSE 100,CAC 40,SMI,IBEX 35,FTSE MIB ,ATHEX ,DAX,MEXICO BOLSA ,BRAZIL BOVESPA ,S&P/TSX 60 INDEX,NIFTY 500,NIKKEI 225 ,HANG SENG,SHANGHAI SE A SHARE,S&P/ASX 200,KOREA SE COMPOSITE (KOSPI)
2015-11-05,1929.4620296779528,4711.480681765976,1094.0322506546609,16413.31373179584,8892.63010827803,4980.04,8296.566998892582,10431.2,22223.7,686.59,10887.74,2500.8798189454346,11674.300223539703,554.7205359011932,92.93832240827803,144.25846130626724,2737.604436975588,534.139840599958,3408.3545550013127,1.6696076514484959
2015-11-06,1954.380411507308,4792.030537193929,1116.9816590634018,16674.741644167207,8902.662182990052,4984.15,8312.73283291632,10453.2,22529.94,677.43,10988.03,2507.2512357856936,11582.67234462754,556.361728179115,93.60935845277122,145.63156701186787,2746.4140519441526,550.9924089217151,3422.258096269318,1.6495627717523074
2015-11-09,1933.203125,4738.932291666667,1101.5904017857144,16490.401785714286,8851.462317210347,4911.17,8228.281423804228,10325.2,22107.3,683.49,10815.45,2466.869173806366,11312.025858902463,553.7637420348716,92.92062054358446,148.33105531432886,2728.5493892007084,558.4796022810352,3356.1636292120097,1.659471282635231
2015-11-10,1941.2691751760153,4740.2806919382665,1107.5674919569171,16560.0876579475,8846.521463311481,4912.16,8219.346150273986,10336.8,22444.0,672.19,10832.52,2468.8905659873303,11487.456337713027,552.9523341178124,92.07620218012308,148.93443367655965,2702.3535230466723,558.8812746901591,3343.3189089955417,1.6086224399361895
2015-11-11,1931.3104988830976,4716.13924050633,1096.4910647803424,16476.37751303053,8916.389380530973,4952.51,8246.287358455542,10377.2,22385.11,667.88,10907.87,2467.1047397902394,11638.519745789956,549.871907352167,92.76740993319451,149.1941508504754,2687.89961338889,558.8028416067357,3366.3803640665046,1.6083409833953393
2015-11-12,1891.3519759648718,4626.8361451351975,1067.5387104229258,16129.484631384332,8699.915516755844,4856.65,8169.128138608358,10144.0,21859.29,659.18,10782.63,2437.141330988284,11493.18379604094,535.9646682431493,92.15802032764621,148.51110189618126,2746.1211757648466,552.2038055704728,3376.8304894920616,1.6041589544671744
2015-11-13,1876.7475300338606,4571.529291711118,1063.639315367132,15998.181733846655,8646.523459581686,4807.95,8088.223331484563,10111.4,21842.56,652.61,10708.4,2425.4588565273652,11221.498787798379,533.9554317548747,91.6554771716135,148.23123179909987,2692.42624606285,545.7910938716698,3341.7710297376866,1.5807818633341346
2015-11-16,1921.2932204182846,4664.408365695035,1081.813503017826,16359.912038553313,8741.829042810412,4804.31,8084.381658175082,10124.5,21811.36,643.85,10713.23,2433.8431166419477,11477.574970599766,548.4065702653376,93.04895528634538,147.33487806730986,2649.7192076418855,554.791695735509,3322.807623348164,1.560771461390783
2015-11-17,1926.2905725961768,4684.118558880174,1083.3857860867117,16430.550988773546,8959.851354248553,4937.31,8282.52382274031,10363.8,22309.39,657.88,10971.04,2482.0619955857874,11648.578683957498,549.7443131722799,93.69920686454307,149.39028195274153,2697.225755648434,555.9937847033005,3419.4535008017106,1.5665528465662495
2015-11-18,1954.669543599606,4761.198930531451,1099.254186406492,16639.767343684038,8975.727253234221,4906.72,8282.78212805159,10261.1,22091.56,671.82,10959.95,2494.3528219636887,11813.852188531224,555.1636568848759,92.45328518477928,149.10027696627083,2688.7201827358267,549.0830817152638,3424.127142952438,1.5771805070105662
2015-11-19,1938.923048257872,4726.700204956214,1086.9480156512018,16520.169554686046,9016.994301994304,4915.1,8272.40587695133,10354.7,22191.99,670.45,11085.44,2501.015918959654,12061.859183162112,556.0130466804615,92.95837975525372,150.59000606612074,2704.0446102908923,552.8548493030725,3513.8999296223064,1.5894622435687402
2015-11-20,1962.3990231072703,4795.153109148976,1103.841818523389,16742.269396956603,9039.14098173516,4910.97,8313.351775011526,10290.3,22140.14,658.84,11119.83,2550.628779851774,12203.896515445362,556.6209081309397,94.0722131841744,151.92823844096296,2751.710543818703,559.319308569327,3574.7549903084296,1.5925505010084193
2015-11-23,1961.818352764197,4797.367431365174,1109.7781120722073,16728.732606242946,8966.214006398863,4889.12,8241.213408440299,10277.4,22294.69,643.51,11092.31,2544.2707637902067,12127.156871387375,553.3293467937668,93.67975899140565,152.14916577376397,2754.1754509608554,556.3740039584145,3569.129096627997,1.6278597426231638
2015-11-24,1963.2929235974061,4795.423362465934,1117.1976318015222,16739.206841462266,8899.454171687814,4820.28,8139.465902790612,10207.2,21948.14,648.12,10933.99,2533.431276711831,12263.741538930444,556.419766168627,93.73334041617632,152.80995475113124,2739.073176942806,556.9548783716209,3563.9721777080704,1.6377422551456373
2015-11-25,1965.71778101915,4814.510892579871,1127.3796640474284,16763.176963252245,9022.193750444872,4892.99,8229.992630803243,10227.3,22359.23,642.82,11169.54,2517.0019342800965,11784.566061931882,557.5096504586181,93.7115985350029,152.19369680239248,2737.898932124494,562.6532145224243,3544.2063600382153,1.6332631613170665
